# 圆锥曲线问题推理过程数据集
# 共 5357 个有效样本 （这里提供了一部分样本[2521]~[5006]）
# 格式：[样本ID] 推理过程


[4543] 依题意可知,双曲线a=6,b=8,c=\sqrt{36+64}=10.所以A,B是双曲线的左、右焦点,根据双曲线的定义可知||PA|-|PB||=|15-|PB||=2a=12所以|PB|=27或|PB|=3,由于c-a=10-6=4,所以|PB|\geqslant4,因此|PB|=3不符合所以|PB|=27.

[4545] 因为2p=10,所以p=5,即焦点到准线的距离是5

[4546] 根据抛物线的焦点到准线的距离等于p,可知所求结果为\frac{1}{2}.

[4547] 由题:\frac{x^{2}}{36}-\frac{y^{2}}{9}=0,\frac{x^{2}}{36}=\frac{y^{2}}{9},y=\pm\frac{1}{2}x

[4550] 如图所示:过点Q作QQ\botl交l于点Q,利用抛物线定义得到|QF|=|QQ|设准线l交x轴于点M,因为\overrightarrow{FP}=4\overrightarrow{FO}所以|QQ|:|FM|=|PQ|:|PF|=3:4,又焦点F到准线l的距离为4,所以|QQ|=3.所以|OF|=|OO|=3.b答家为:3

[4551] 由题意得抛物线的准线方程为x=-\frac{1}{4}设点P的坐标为(x_{0},y_{0}),则由抛物线的定义得x_{0}+\frac{1}{4}=2,解得x_{0}=\frac{7}{4}此时y_{0}^{2}=\frac{7}{4},解得y_{0}=\pm\frac{\sqrt{7}}{2}所以P点坐标为\frac{7}{4},\pm\frac{\sqrt{7}}{2}.答案:\frac{7}{4},\pm\frac{\sqrt{7}}{2}

[4553] 双曲线C:\frac{y^{2}}{a^{2}}-\frac{x^{2}}{b^{2}}=1的焦距为10\sqrt{5},可得2c=10\sqrt{5},即c=5\sqrt{5},即有a^{2}+b^{2}=125双曲线的渐近线方程为y=\pm\frac{a}{b}x,点P(1,2)在双曲线C的渐近线上可得a=2b,解得a=10,b=5,得到双曲线方程为\frac{y^{2}}{100}-\frac{x^{2}}{25}=1

[4555] 由题意可知抛物线开口向右,设抛物线方程为y^{2}=2px,(p>0),其焦点F(\frac{p}{2},0),准线l:x=-\frac{p}{2}.由抛物线的定义可知2-(-\frac{p}{2})=3,解得p=2所以此抛物线方程为v2=4x老点:抽物线的定义方程

[4558] 依题意A(-2,0),B(2,0)设M(x_{0},y_{0}),则\frac{x_{0}^{2}}{4}-\frac{y_{0}^{2}}{3}=1,x_{0}^{2}-4=\frac{4}{3}y_{0}^{2},直线AM的方程为y=\frac{}{x}\frac{y_{0}}{0+2}(x+2),则y_{P}=\frac{2y_{0}}{x_{0}+2}直线BM的方程为y=\frac{y_{0}}{x_{0}-2}(x-2),则y_{0}=\frac{-2y_{0}}{x_{0}-2}所以|OP|\cdot|OQ|=|\frac{4y_{0}}{x_{0}^{2}-4}|=|\frac{4y_{0}^{2}}{3}|=3.

[4560] 依题意,椭圆的标准方程为\frac{x^{2}}{3}+\frac{y^{2}}{7}=1,故a=\sqrt{7},2a=2\sqrt{7}.

[4561] 焦点在x轴上的双曲线的方程设为\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0,b>0)由渐近线方程为y=\pm\frac{3}{2}x,可得\frac{b}{a}=\frac{3}{2},即2b=3a,虚轴长为6,即2b=6,b=3,可得a=2,则实轴长为4.

[4562] 延长FM交l_{2}于点N,因为l_{2}的倾斜角是l_{1}的两倍,所以l_{1}是l_{2}与x轴夹角的角平分线,因此FM=MN,所以OF=ON=c,因为l_{2}是双曲线C:\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0,b>0)的一条渐近线所以可得l_{2}的方程为:y=\frac{b}{a}x,所以可得N(a,b),又F(c,0),所以M(\frac{a+c}{2},\frac{b}{2})因为若M恰好在C上,所以\frac{(\frac{a+c)^{2}}{a^{2}}.\frac{(b)^{2}}{b^{2}}=1'整理得:c^{2}+2ac-4a^{2}=0,故e^{2}+2e-4=0,解得e=-1\pm\sqrt{5},因为e>1,所以e=\sqrt{5}-1即答案为\sqrt{5}-1

[4563] 直线3x-4y-12=0与两坐标轴的交点坐标为(4,0),(0,-3),即抛物线的焦点为(4,0)或(0,-3);当焦点为(4,0)时,抛物线方程为y^{2}=16x;当焦点为(0,-3)时,抛物线方程为x^{2}=-12y;所以抛物线方程为y^{2}=16x或x^{2}=-12y

[4564] 由题意,抛物线的焦点为(0,-\frac{1}{4}),准线为y=\frac{1}{4}\therefore焦点到准线的距离是\frac{1}{2}

[4565] 由题意设A(0,b),B(a,0),P(-c,t),则|PF_{1}|=|t|=\sqrt{(1-\frac{c^{2}}{a^{2}})}b=\frac{b^{2}}{a},所以k_{AB}=-\frac{b}{a}=-\frac{|PF_{1}|}{|F_{F}|}=-\frac{b^{2}}{2ac},即b=2c,也即a^{2}-c^{2}=4c^{2}\Rightarrowa=\sqrt{5}c,所以e=\frac{\sqrt{5}}{5},应填答案\frac{\sqrt{5}}{5}.

[4566] 由题意作图如下:A_{1}(-2,0),A_{2}(2,0),当PA_{2}的斜率为-2时,点P与D重合直线PA_{2}的方程为y=-2(x-2)代入椭圆方程,消去y化简得19x^{2}-64x+52=0,解得x=2或x=\frac{26}{19},可得点D(\frac{26}{19},\frac{24}{19})此时直线PA_{1}的斜率k=\frac{\frac{24}{19}}{\frac{26}{19}+2}=\frac{3}{8}同理,当直线PA_{2}的斜率为-1时,点P与C重合直线PA_{2}的方程为y=-(x-2),代入椭圆方程,消去y化简得7x^{2}-16x+4=0,解得x=2或x=\frac{2}{7}可得点C(\frac{2}{7},\frac{12}{7})此时直线PA_{1}的斜率k=\frac{\frac{12}{7}}{\frac{2}{7}+2}=\frac{3}{4},数形结合可知,直线PA_{1}斜率的取值范围是[\frac{3}{8},\frac{3}{4}];

[4567] 设|PF_{1}|=m,|PF_{2}|=n因为PF_{1}\botPF_{2},所以\begin{cases}m2+n^{2}=4c^{2}\\m+n=2a\end{cases},所以2mn=(m+n)^{2}-(m^{2}+n^{2})=4a^{2}-4c^{2}=4b^{2}mn=2b^{2},又S_{\trianglePF_{1}F_{2}}=\frac{1}{2}mn=9,所以2b^{2}=18,b^{2}=9,b=3.

[4568] 因为焦点为(1,0),所以设抛物线标准方程为:y^{2}=2px(p>0)由焦点坐标可知:\frac{p}{2}=1,所以p=2,所以抛物线标准方程为:y^{2}=4x

[4570] 求得椭圆的a,b,c,可得右焦点,设出抛物线的方程,可得焦点坐标,解方程可得p进而得到所求方程.椭圆\frac{x^{2}}{6}+\frac{y^{2}}{2}=1的a=\sqrt{6},b=\sqrt{2},c=\sqrt{a^{2}-b^{2}}=2,可得右焦点为(2,0)设抛物线的方程为y^{2}=2px,p>0,焦点为(\frac{p}{2},0),可得\frac{p}{2}=2,解得p=4,故抛物线的标准方程为y^{2}=8x

[4571] \because\angleOPC=90^{\circ},动点P在以M(\frac{1}{2},0)为圆心,OC为直径的圆上,\therefore所求点的轨迹方程为(x-\frac{1}{2})^{2}+y^{2}=\frac{1}{4}(0<x\leqslant1.

[4574] 由\frac{x^{2}}{a^{2}}-y^{2}=1可得c=\sqrt{a^{2}+1},A(-a,0),B(a,0)将x=\sqrt{a^{2}+1}代入\frac{x^{2}}{a^{2}}-y^{2}=1可得y=\pm\frac{1}{a},所以M(\sqrt{a^{2}+1},\frac{1}{a}),N(\sqrt{a^{2}+1},-\frac{1}{a}),因为AM\botBN,所以k_{AM}k_{BN}=\frac{\frac{1}{a}}{\sqrt{a2+1}+a}又因为a>0,\thereforea=1,所以该双曲线的渐近线为y=\pm\frac{b}{a}x'即为y=\pmx,

[4576] 由椭圆C:\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)经过点P(0,\sqrt{3}),即b=\sqrt{3},又椭圆的长轴长是焦距的两倍即2a=2\cdot2c\Rightarrowa=2c\thereforea^{2}=b^{2}+c^{2}\Rightarrowa^{2}=4\Rightarrowa=2

[4577] 根据动圆M同时与圆C_{1}及圆C_{2}外切,即可得到几何关系,再结合双曲线的定义可得动点的轨迹方程[详解]由题,设动圆M的半径为r,圆C_{1}的半径为r_{1}=3,圆C_{2}的半径为r_{2}=1,当动圆M与圆C_{1},圆C_{2}外切时,|MC_{1}|=3+r,|MC_{2}|=1+r所以|MC_{1}|-|MC_{2}|=(3+r)-(1+r)=2,因为圆心C_{1}(0,-3),C_{2}(0,3),即|C_{1}C_{2}|=6,又2<|C_{1}C_{2}|根据双曲线的定义,得动点M的轨迹为双曲线的上支,其中a=1,c=3.所以b^{2}=c^{2}-a^{2}=8,则动圆圆心M的轨迹方程是y2-\frac{x^{2}}{8}=1(y\geqslant1);

[4578] 不妨设点M在双曲线右支上,依题意,|MO|=|OF_{1}|=|OF_{2}|.故\angleF_{1}MF_{2}=90^{\circ}因为S_{\triangleMOF_{1}}=2ab,则S_{\triangleMF_{1}F_{2}}=4ab,设|MF_{1}|=m,|MF_{2}|=n,所以\frac{1}{2}mn=4ab,\thereforemn=8ab所以m-n=2a,m^{2}+n^{2}=4c^{2},所以(m-n)^{2}+2mn=4(a^{2}+b^{2})所以4a^{2}+16ab=4(a^{2}+b^{2})则\frac{b}{a}=4,故双曲线C的渐近线方程为y=\pm4x.

[4579] 设椭圆的右焦点为E.如图:由椭圆的定义得:AFAB的周长:AB+AF+BF=AB+(2a-AE)+(2a-BE)=4a+AB-AE-BE;\becauseAE+BE\geqslantAB;\thereforeAB-AE-BE\leqslant0,当AB过点E时取等号;\thereforeAB+AF+BF=4a+AB-AE-BE\leqslant4a;即直线x=m过椭圆的右焦点E时AFAB的周长最大此时AFAB的高为:EF=2.此时直线x=m=c=1;把x=1代入椭圆\frac{x^{2}}{4}+\frac{y^{2}}{3}=1的方程得:y=\pm\frac{3}{2}\thereforeAB=3.所以:AFAB的面积等于:S_{AFAB}=\frac{1}{2}\times3\timesEF=\frac{1}{2}\times3\times2=3.

[4581] 设抛物线的方程为y^{2}=2px,因抛物线的焦点到顶点的距离为5.故|\frac{p}{2}|=5,所以p=\pm10,所以抛物线的标准方程y^{2}=20x或y^{2}=-20x填y_{2}=20x或y2=-20x青】木颗老杳抛物线标准方程的求法,属于其码题

[4582] 由题意得抛物线y^{2}=4x的焦点F(1,0),准线方程为x=-1,由抛物线的定义可知MF=x+1=3,解得x=2

[4583] 不妨设双曲线的一个焦点为(c,0),(c>0),一条渐近线方程为y=\frac{b}{a}x^{,}由\begin{cases}y-0=-\frac{a}{b}(x-c)\\y=\frac{b}{a}x\end{cases}得垂足的坐标为(\frac{a2}{c},\frac{ab}{c}),把此点坐标代入方程\frac{x^{2}}{b^{2}}+\frac{y^{2}}{a^{2}}=1,得\frac{a^{4}}{b^{2}c^{2}}+\frac{a}{a}\frac{a}{a2c}=1,化简,并由c^{2}=a^{2}+b^{2}得a=b,c=\sqrt{2}a,\thereforee=\frac{c}{a}=\sqrt{2},

[4584] 抛物线y^{2}=-2px(p>0)的焦点坐标为(-\frac{p}{2},0)由题意,不妨设A(-\frac{p}{2},p),B(-\frac{p}{2},-p),则|AB|=2p所以S_{\triangleAOB}=\frac{1}{2}|AB|\cdot|OF|=\frac{1}{2}\cdot2p\cdot\frac{p}{2}=3,解得p=\sqrt{6},所以抛物线的方程为v2=-2\sqrt{6}x.

[4586] 由\frac{x^{2}}{m}+\frac{y^{2}}{3}=1(m>3)可得a^{2}=m,b^{2}=3,c^{2}=m-3,即a=\sqrt{m},b=\sqrt{3},c=\sqrt{m-3}因为椭圆上一点P到焦点F的最大距离是3所以a+c=\sqrt{m}+\sqrt{m-3}=3,解得m=4所以椭圆的离心率为\frac{c}{a}=\frac{\sqrt{m-3}}{\sqrt{m}}=\frac{1}{2}

[4587] 由题可知,\sqrt{(x-1)^{2}+y^{2}}+\overline{x}示为椭圆上的点P(x,y)到点A(1,0),上焦点F_{2}(0,3)的距离之和,设其椭圆的下焦点为F_{1}(0,-3),再由椭圆定义转化为求解10+|PA|-|PF_{1}|的范围.\sqrt{(x-1}2+y^{2}+\sqrt{}2可表示为椭圆上的点P(x,y)到点A(1,0),上焦点F_{2}(0,3)的距离之和,即\sqrt{(x-1)^{2}+y^{2}}+\sqrt{x^{2}+(y-3)^{2}}=|PA|+|PF_{2}|,设其椭圆的下焦点为F_{1}(0,-3)又由椭圆定义得|PF_{1}|+|PF_{2}|=10,所以|PA|+|PF_{2}|=10+|PA|-|PF_{1}|又||PA|-|PF_{1}||\leqslant|AF_{1}|=\sqrt{10},所以-\sqrt{10}\leqslant|PA|-|PF_{1}|\leqslant\sqrt{10}故10-\sqrt{10\leqslant}|PA|+|PF_{2}|\leqslant10+\sqrt{10}

[4588] 设右焦点为F_{2}(1,0),则|AF_{1}|=4-|AF_{2}|,|BF_{1}|=4-|BF_{2}|,所以|AF_{1}|+|BF_{1}|+|AB|==8+|AB|-(|AF_{2}|+|BF_{2}|),显然|AF_{2}|+|BF_{2}|\geqslant|AB|,当且仅当A,B,F_{2}共线时等号成立所以当直线l过点F_{2}时,AABF_{1}的周长取最大值8,此时直线方程为y=-x+1,即x+y-1=0

[4589] 由余弦定理,结合椭圆的定义,可求得|PF_{2}||PF_{1}||F_{1}F_{2}|,再用余弦定理和面积公式求解即可由题意可得a=3,b=\sqrt{5},c=\sqrt{9-5}=2.因为O,M分别是F_{1}F_{2}和F_{1}P的中点,所以,|PF_{2}|=2|OM|=2|OF|_{2}=2c=4,根据椭圆定义,可得|PF_{1}|=2a-2c=2,又因》3F_{1}F_{2}=2c=4,所以,\cos\anglePF_{2}F_{1}=\frac{|PF|_{2}^{2}+|F_{1}F_{2}|^{2}-|PF_{1}|^{2}}{\sqrt[2]{PF|_{2}\cdot|F_{1}F|_{2}^{2}}}=\frac{16+16-4}{2\times4\times4}=\frac{7}{8},所以.\sin\anglePF_{F}_{1}=\sqrt{1-\cos^{2}\anglePF_{2}F_{1}=\frac{\sqrt{15}}{8},故\trianglePF_{1}F_{2}的面积是\frac{1}{2}|PF_{2}|\cdot|F_{1}F_{2}|\cdot\sin\anglePF_{2}F_{1}=\sqrt{15}

[4590] 抛物线x^{2}=8y的焦点F(0,2),准线方程为y=-2抛物线x^{2}=8y上动点P到直线y=-2的距离即动点P到焦点F(0,2)的距离,故点P到点A(4,0)的距离与到直线y=-2的距离之和的最小值为|FA|=2\sqrt{5}

[4591] 由\frac{x2}{10-k}+\frac{y^{2}}{k-4}=1表示椭圆,根据椭圆的标准方;因为\frac{x^{2}}{10-k}+\frac{y^{2}}{k-4}=1表示椭圆,则\begin{cases}10-k>0\\k-4>0\\10-k+k-4\end{cases}得k\in(4,7)\cup(7,10)

[4592] 由题意,焦点F(0,1),设直线y=kx+1,不妨设A为左交点,A(x_{0},y_{0}),则过A的切线为x_{0}x=2y_{0}+2y,则M(\frac{x_{0}}{2},0),N(0,-y_{0}),所以S=\frac{1}{2}\cdot\frac{x_{0}}{2}\cdot(-y_{0})=\frac{1}{2},解得x_{0}=-2,则A(-2,1),根据抛物线的定义可得|AF|=1+\frac{p}{2}=1+1=2

[4593] 由题知圆C:x^{2}+(y-2)^{2}=26圆心C为(0,2),半径R=\sqrt{26}设M(x_{0},y_{0})\because\overrightarrow{AP}\cdot\overrightarrow{AQ}=0,\thereforeAP\botAQ,又点M为弦PQ的中点,\therefore在Rt\DeltaAPQ中,PM=AM又CM\botPQ,\thereforeCM^{2}+PM^{2}=CM^{2}+AM^{2}=CP^{2}=R^{2}=26\therefore(x_{0}-0)^{2}+(y_{0}-2)^{2}+(x_{0}-0)^{2}+(y_{0}+2)^{2}=26即x_{0}^{2}+y_{0}^{2}=9\therefore点M在以O(0,0)为圆心,3为半径的圆上,\therefore点M到点N(3,4)的距离的最大值为:|ON|+3=\sqrt{3^{2}+4^{2}}+3=8.

[4594] 原方程可化为\frac{x^{2}}{k}+\frac{y^{2}}{k^{2}-2}=1,依题意可得\begin{cases}k>0\\k^{2}-2>0\\k^{2}-2\neqk\end{cases}解得k\in(\sqrt{2},2)\cup(2,+\infty)

[4595] 由题意可知,2c=2,即c=1,由椭圆的性质可知:m=b^{2}+c^{2}.即m=4+1=5,

[4596] 这是一个求过抛物线的焦点弦的长度的问题,可以先求出过抛物线的焦点的弦所在直线的方程,然后再将直线方程与抛物线方程联立,并结合韦达定理,即可求得结果.由于抛物线的焦点是F(1,0),所以直线方程是y=x-1,联立消y得x^{2}-6x+1=0,所以|AB|=x_{1}+x_{2}+p=6+2=8,故答案应填8.

[4597] 根据题意,双曲线\frac{x2}{16}-\frac{y^{2}}{81}=1,其中a=4,c=\sqrt{97},又由P是双曲线上一点,则有|PF_{1}|-|PF_{2}|=2a=8,又由|PF_{1}|=9,则|PF_{2}|=1<c-a=\sqrt{97}-4(舍去)或17,

[4599] 设M(x,y).(1)若1,不存在斜率,则:1_{1}垂直x轴,1_{2}垂直y轴;\becauseA(1,0),B(0,-1);(1)=2(-x,-1-y);-2x即M(\frac{1}{3},\frac{2}{3})(2)若l_{1}斜率为k,l_{2}斜率为-\frac{1}{k},则:l_{1}:y-4=k(x-1),令y=0,x=-\frac{4}{k}+1.\thereforeA(-\frac{4}{k}+1,0);l_{2}:y+1=-\frac{1}{k}(x-3),令x=0,y=\frac{3}{k}-1;\thereforeB(0,\frac{3}{k}-1);\frac{\sqrt{b}}{1}=\frac{k}{AM}=2\overrightarrow{MB}得,(x+\frac{4}{k}-1,y)=2(-x,\frac{3}{k}-1-y)x+\frac{4}{k}-1=-2x\begin{cases}\\y=\frac{6}{k}-2-2y\end{cases}\therefore消去k并整理得:9x+6y+1=0;点M(\frac{1}{3},-\frac{2}{3})满足方程9x+6y+1=0;综(1)(2)知,点M的轨迹方程为9x+6y+1=0.

[4600] 如图,连接CP,CQ,CM,依题意,CP\botMP,CQ\botMQ,而|CP|=|CQ|=2而|MP|=|MQ|,则CM垂直平分线段PQ,于是得四边形MPCQ的的面积为Rt\triangleCPIM面积的2倍从而得\frac{1}{2}|PQ|\cdot|CM|=2\cdot\frac{1}{2}|cP|\cdot|MP|,即|PQ|=\frac{2|CP|\cdot|MP|}{|CM|}=\frac{4\sqrt{|CM|^{2}-|CP|}}{|CM|}=4\sqrt{1-\frac{4}{|cM|}}设点M(t,s),而C(3,0),s^{2}=4t(t\geqslant0),则|CM|^{2}=(t-3)^{2}+s^{2}=t^{2}-2t+9=(t-1)^{2}+8\geqslant8因此得0<\frac{1}{|CM|}^{2}\leqslant\frac{1}{2},即\frac{1}{2}\leqslant1-\frac{1}{|CM|}<1,得2\sqrt{2}\leqslant|PQ|<4,所以|PQ|的取值范围为[2\sqrt{2},4).

[4601] 抛物线y^{2}=4x的焦点为F(1,0)在直线y=x-1上,联立方程:\begin{cases}y^{2}=4x\\y=x-1\end{cases},故y^{2}-4y-4=0,解得y_{1}=2+2\sqrt{2},y_{2}=2-2\sqrt{2}S_{\DeltaAOB}=S_{\DeltaOFA}+S_{\DeltaOFB}=\frac{1}{2}|OF|\cdot|y_{1}-y_{2}|=\frac{1}{2}\times1\times4\sqrt{2}=2\sqrt{2}

[4602] 先由题求出椭圆方程,设出直线方程,联立直线与椭圆,得出韦达定理,表示出坐标之间的关系,再代入\overrightarrow{OP}\cdot\overrightarrow{OQ}计算.由题可知椭圆焦点在y轴上,且c=1,b=1,\thereforea^{2}=b^{2}+c^{2}=2'\therefore椭圆方程为x^{2}+\frac{y^{2}}{2}=1'可知当直线l斜率不存在时,不符合题意,设直线l的方程为y=kx+1,由于P异于点A,B,\thereforek\neq\pm1,则可得P(-\frac{1}{k},0),设C(x_{1},y_{1}),D(x_{2},y_{2}),联立直线与椭圆\begin{cases}y=kx+1\\x^{2}+\frac{y^{2}}{2}=1\end{cases},可得(2+k^{2})x^{2}+2kx-1=0,\thereforex_{1}+x_{2}=-\frac{2k}{2+k^{2}},x_{1}x_{2}=-\frac{1}{2+k^{2}},直线AC的方程为y=\frac{y_{1}}{x_{1}+1}(x+1),直线BD的方程为y=\frac{y_{2}}{x_{2}-1}(x-1),联立直线AC和BD方程可得\frac{x+1}{x-1}=\frac{y_{2}(x_{1}+1)}{y_{1}(x_{2}-1)}\because-1<x_{1},x_{2}<1,\therefore\frac{x+1}{x-1}与\frac{y_{2}}{y_{1}}异号,(\frac{x+1}{x-1})^{2}=\frac{y_{2}^{2}(x_{1}+1)^{2}}{y_{1}^{2}(x_{2}-1)^{2}}=\frac{2-2x_{2}^{2}}{2-2x_{1}^{2}}.\frac{(x_{1}+1)^{2}}{(x_{2}-1)}=\frac{(1+x_{1})(1+x_{2})}{(1-x_{1})(1-x_{2})}=\frac{1+\frac{k^{2}k}{+2}}{1-\frac{-2k}{k^{2}+2}}\frac{2}{-1}=(\frac{k-1}{k+1})又y_{1}y_{2}=k^{2}x_{1}x_{2}+k(x_{1}+x_{2})+1=\frac{2(}{}\frac{(1-}{k}\frac{k)(1}{2+2}\frac{+k)}{}=-\frac{2(1+k)^{2}}{k^{2}+2}\cdot\frac{k-1}{k+1}所以\frac{k-1}{k+1}与y_{1}y_{2}异号,则\frac{x+1}{x-1}与\frac{k-1}{k+1}同号,所以\frac{x+1}{x-1}=\frac{k-1}{k+1},解得x=-k,故Q(-k,y_{0})则\overrightarrow{OP}\cdot\overrightarrow{OQ}=(-\frac{1}{k},0)\cdot(-k,y_{0})=1.

[4603] 因为椭圆\frac{x^{2}}{25}+\frac{y^{2}}{9}=1的左右焦点分别为F_{1},F_{2},P为椭圆上一点所以|PF_{1}|+|PF_{2}|=10,|F_{1}F_{2}|=8,又\angleF_{1}PF_{2}=60^{\circ}在\triangleF_{1}PF_{2}由余弦定理可知,|F_{1}F_{2}|=|PF_{1}|^{2}+|PF_{2}|^{2}-2|PF_{1}|\cdot|PF_{2}|\cos60^{\circ}=(|PF_{1}|+|PF_{2}|)^{2}-2|PF_{1}||PF_{2}|-2|PF_{1}|\cdot|PF_{2}|\cos60^{\circ}=(|PF_{1}|+|PF_{2}|)^{2}-3|PF_{1}|\cdot|PF_{2}|=100-3|PF_{1}|\cdot|PF_{2}|=64,所以|PF_{1}|.|PF_{2}|=12,所以S\trianglePF_{1}F_{2}=\frac{1}{2}|PF_{1}|\cdot|PF_{2}|\sin60^{\circ}=3\sqrt{3}

[4604] 先根据抛物线方程求得抛物线的焦点坐标,进而根据点斜式求得直线的方程与抛物线方程联立,消去y,根据韦达定理求得x_{1}+x_{2}的值,进而根据抛物线的定义可知|AB|=x_{1}+\frac{p}{2}+x_{2}+\frac{p}{2}=x_{1}+x_{2}+p得答案.抛物线焦点为(1,0)则直线方程为y=-2x+2,代入抛物线方程得x^{2}\cdot3x+1=0\thereforex_{1}+x_{2}=3,根据抛物线的定义可知|AB|=x_{1}+\frac{p}{2}+x_{2}+\frac{p}{2}=x_{1}+x_{2}+p=3+2=5

[4606] y^{2}=8x的焦点F(2,0),由抛物线定义可知P到此抛物线的准线的距离为d_{1}=PF,所以d_{1}+d_{2}的最小值为F到直线4x+3y+8=0的距离\therefored=\frac{|8+8|}{\sqrt{4^{2}+3^{2}}}=\frac{16}{5}

[4607] 求出抛物线的焦点,可得双曲线的c,运用离心率公式可得a,再由a,b,c的关系,求得b,求出顶点到渐近线的距离,即可得到所求值.抛物线y^{2}=16x的焦点为(4,0),则双曲线的c=4,双曲线的离心率等于2,即\frac{c}{a}=2,可得a=2,b=\sqrt{c^{2}-a^{2}}=2\sqrt{3},则双曲线的渐近线方程为v=\pm\sqrt{3}x,顶点坐标为(\pm2,0)可得双曲线的顶点到其渐近线的难l=\frac{2\sqrt{3}}{11+3}=\sqrt{3},

[4608] 抛物线y^{2}=2px(p>0)的准线为1:x=-\frac{p}{2}双曲线\frac{x^{2}}{4}-y^{2}=1的两条渐近线方程为y=\pm\frac{1}{2}x可得A(-\frac{p}{2},-\frac{p}{4}),B(-\frac{p}{2},\frac{p}{4})由|AB|=\frac{p}{2}=4,得p=8.

[4609] 由题意知A(0,-2),F(0,2),过点P作PB\botl(l为抛物线的准线),垂足为B由抛物线的定义可知|PF|=|PB|.令\anglePAB=\alpha,则t=\frac{|PA|}{|PF|}=\frac{|PA|}{|PB|}=\frac{1}{\sin\alpha}当\sina最小时,t最大,当直线PA与抛物线x^{2}=8y相切时,\sin\alpha最小,即t最大设P(x_{0},\frac{x_{0}^{2}}{8}),由于y=\frac{x}{4},所以在点P处切线的斜率k=\frac{x_{0}}{4}所以在点P处的切线方程为y-\frac{x^{2}}{8}=\frac{x_{0}}{4}(x-x_{0}),又切线过A(0,-2),所以-2-\frac{x^{2}}{8}=-\frac{x^{2}}{4},解得x_{0}=\pm4,所以当t取得最大值时,直线PA的斜率为\pm1.

[4610] 设双曲线的两个焦点分别为F_{1}(-5,0),F_{2}(5,0)由双曲线的定义知||PF_{1}|-|PF_{2}||=8,|PF_{2}|=8.5\therefore|PF_{1}|=16.5或|PF_{1}|=0.5.由题意知,双曲线左支上的点到左焦点的最短距离为1\therefore|PF_{1}|=0.5不合题意,即只能取\therefore|PF_{1}|=16.5.

[4611] 由\begin{cases}y=k(x-1)\\y^{2}=4x\end{cases}消去y,整理得k^{2}x^{2}-(2k^{2}+4)x+k^{2}=0,\because直线与抛物线交于A,B两点,\therefore\begin{cases}\\\end{cases}=(2k^{2}+4_{1}^{2}-\angle4k^{4}>0,解得k\neq0设A(x_{1},y_{1},B(x_{2},y_{2})则x_{1}+x_{2}=\frac{2k^{2}+4}{k^{2}}.\because|AB|=x_{1}+x_{2}+2=\frac{16}{3},\thereforex_{1}+x_{2}=\frac{2k^{2}+4}{k^{2}}=\frac{10}{3}\thereforek^{2}=3,k=\pm\sqrt{3}.检验知k=+\sqrt{3}满足条件

[4612] 联立直线AB方程和抛物线方程,根据抛物线定义和焦半径公式,可解得A或B的坐标,根据过两点的斜率计算公式即可求k.[详解]由题可知P(-1,0),设A(x_{1},y_{1}),B(x_{2},y_{2})由已知|FA|=3|FB|得,x_{1}+1=3(x_{2}+1),即x_{1}=3x_{2}+2\textcircled{1}AB的方程:y=kx+k,与y^{2}=4x联立得:k^{2}x^{2}+(2k^{2}-4)x+k^{2}=0,则x_{1}x_{2}=1\textcircled{2},由\textcircled{1}\textcircled{2}解得x_{2}=\frac{1}{3},x_{1}=3,将x_{1}=3代入y^{2}=4x,由k>0知y_{1}>0,解得A(3,2\sqrt{3})\thereforek=\frac{2\sqrt{3}-0}{3-(-1)}=\frac{\sqrt{3}}{2}

[4613] 由题意可知:抛物线的焦点坐标为(2,0).在双曲线中:a^{2}=1,c^{2}=2^{2}=4,b^{2}=c^{2}-a^{2}=3\Rightarrowb=\sqrt{3}

[4615] 依题意得|AF_{1}|=4a,|BF_{1}|=5a,则\cos\angleF_{1}AB=\frac{2}{5},在AAF_{1}F_{2}中由余弦定理可得a,c的关系即可得离心率.如图所示:所以AF_{2}|=2a令左焦点为F_{1},由则双曲线的定义|AF_{1}|=4a,|BF_{1}|=5a则AABF是等腰三角形,\cos\angleF_{1}AB=\frac{2}{5}在AAF_{1}F_{2}中|F_{1}F_{2}|=2c,由余弦定理可得4c^{2}=(2a)^{2}+(4a)^{2}-2\times2a\times4a\times\cos\angleF_{1}AB整理可得\frac{c}{a}=\frac{\sqrt{85}}{5}该双曲线的离心率为\underline{\sqrt{85}}

[4617] 分析】根据题中数据可先求得半焦距c,依据点(1,0)在双曲线的对称轴上,选用双曲线的任一渐近线方程结合点到直线的距离公式,即可得出a,b的关系,进而求解双曲线的方程根据题意,双曲线的半焦距c=\sqrt{6},且点(1,0)到双曲线的两渐近线的距离相等所以可选直线l的方程为bx-ay=0,则\frac{b}{\sqrt{b^{2}+a^{2}}}=\frac{b}{c}=\frac{b}{\sqrt{6}}=\frac{\sqrt{6}}{3}得b=2,所以a^{2}=c^{2}-b^{2}=2;所以双曲线的标准方程为\frac{x^{2}}{2}.\frac{y^{2}}{4}=1.

